id,Date,pH,TDS,Temperature,EC
1536,2025-05-08 11:42:41.546057+00,6.54,97.37,12.06,145.33
1537,2025-05-08 12:02:41.68378+00,6.56,95.44,12.25,142.45
1538,2025-05-08 12:22:41.589512+00,6.73,96.19,12.5,143.57
1539,2025-05-08 12:42:41.606584+00,6.75,93.51,12.75,139.57
1540,2025-05-08 13:02:41.647991+00,6.88,93.34,13.0,139.31
1541,2025-05-08 13:22:41.569094+00,6.96,92.03,13.25,137.36
1542,2025-05-08 13:42:41.721841+00,7.04,90.72,13.5,135.4
1543,2025-05-08 14:02:44.637158+00,7.16,89.57,13.81,133.69
1544,2025-05-08 14:22:41.707223+00,7.22,87.81,14.06,131.06
1545,2025-05-08 14:42:41.94685+00,7.32,86.07,14.38,128.46
1546,2025-05-08 15:02:41.582835+00,7.39,84.53,14.63,126.16
1547,2025-05-08 15:22:41.866186+00,7.48,83.58,14.87,124.75
1548,2025-05-08 15:42:41.588727+00,7.57,81.62,15.19,121.82
1549,2025-05-08 16:02:41.901296+00,7.65,80.31,15.44,119.87
1550,2025-05-08 16:22:41.580622+00,7.71,78.54,15.69,117.22
1551,2025-05-08 17:16:51.124307+00,8.13,85.79,15.88,128.04
1552,2025-05-08 17:36:51.247584+00,8.14,83.75,16.06,125.0
1553,2025-05-08 17:56:51.089822+00,8.15,80.83,16.31,120.64
1554,2025-05-08 18:16:51.105804+00,8.21,79.82,16.5,119.13
1555,2025-05-08 18:36:50.918901+00,8.22,77.66,16.69,115.91
1556,2025-05-08 18:56:51.654476+00,8.32,79.2,16.75,118.21
1557,2025-05-08 19:16:51.113827+00,8.2,74.93,16.87,111.84
1558,2025-05-08 19:36:51.121301+00,8.28,75.89,16.94,113.27
1559,2025-05-08 19:56:50.957133+00,8.29,77.0,16.87,114.93
1560,2025-05-08 20:16:50.954228+00,8.28,76.77,16.87,114.58
1561,2025-05-08 20:36:50.949186+00,8.27,77.29,16.81,115.36
1562,2025-05-08 20:56:50.951987+00,8.24,77.36,16.75,115.46
1563,2025-05-08 21:16:51.041493+00,8.23,78.77,16.62,117.57
1564,2025-05-08 21:36:50.981389+00,8.2,80.34,16.44,119.91
1565,2025-05-08 21:56:50.958458+00,8.15,80.83,16.31,120.64
1566,2025-05-08 22:16:50.946225+00,8.11,83.06,16.06,123.97
1567,2025-05-08 22:36:51.04773+00,8.06,83.42,15.94,124.51
1568,2025-05-08 22:56:51.083092+00,8.03,85.88,15.69,128.18
1569,2025-05-08 23:16:50.954744+00,7.96,87.42,15.44,130.48
1570,2025-05-08 23:36:50.946791+00,7.93,89.88,15.19,134.15
1571,2025-05-08 23:56:50.940046+00,7.88,91.88,14.94,137.13
1572,2025-05-09 00:16:50.94052+00,7.79,92.96,14.69,138.75
1573,2025-05-09 00:36:50.946581+00,7.72,95.25,14.38,142.16
1574,2025-05-09 00:56:50.963336+00,7.65,96.79,14.13,144.46
1575,2025-05-09 01:16:50.941154+00,7.56,98.76,13.81,147.4
1576,2025-05-09 01:36:53.127909+00,7.48,100.07,13.56,149.36
1577,2025-05-09 01:56:50.944811+00,7.4,102.13,13.25,152.43
1578,2025-05-09 02:16:50.931474+00,7.34,104.66,12.94,156.21
1579,2025-05-09 02:36:51.667966+00,7.25,105.74,12.69,157.82
1580,2025-05-09 02:56:51.040392+00,7.17,107.05,12.44,159.78
1581,2025-05-09 03:16:50.93736+00,7.06,107.67,12.19,160.7
1582,2025-05-09 03:36:50.928224+00,6.94,108.82,11.88,162.42
1583,2025-05-09 03:56:50.938673+00,6.85,109.9,11.63,164.03
1584,2025-05-09 04:16:51.053819+00,6.72,110.94,11.31,165.58
1585,2025-05-09 04:36:51.069783+00,6.64,112.25,11.06,167.54
1586,2025-05-09 04:56:50.946806+00,6.52,112.64,10.81,168.12
1587,2025-05-09 05:16:50.945881+00,6.4,113.03,10.56,168.7
1588,2025-05-09 05:36:51.111611+00,6.29,113.66,10.31,169.64
1589,2025-05-09 05:56:51.080404+00,6.17,114.05,10.06,170.22
1590,2025-05-09 06:16:50.933535+00,6.02,112.87,9.88,168.46
1591,2025-05-09 06:36:50.927377+00,5.9,112.51,9.69,167.93
1592,2025-05-09 06:56:50.911785+00,5.79,111.62,9.56,166.6
1593,2025-05-09 07:16:51.037044+00,5.69,111.59,9.38,166.55
1594,2025-05-09 07:36:50.964884+00,5.59,110.18,9.31,164.45
1595,2025-05-09 07:56:51.056626+00,5.5,108.11,9.31,161.36
1596,2025-05-09 08:16:51.070412+00,5.46,106.31,9.38,158.67
1597,2025-05-09 08:36:51.109591+00,5.45,103.82,9.56,154.96
1598,2025-05-09 08:56:51.255613+00,5.46,102.41,9.69,152.85
1599,2025-05-09 09:16:50.955351+00,5.51,101.17,9.88,151.0
1600,2025-05-09 09:36:50.955624+00,5.53,100.11,10.0,149.42
1601,2025-05-09 09:56:50.930504+00,5.58,99.63,10.13,148.7
1602,2025-05-09 10:16:53.32408+00,5.68,100.41,10.25,149.87
1603,2025-05-09 10:36:51.104236+00,5.81,101.0,10.44,150.75
1604,2025-05-09 10:56:51.113492+00,5.91,100.91,10.63,150.61
1605,2025-05-09 11:16:51.093338+00,5.99,100.48,10.81,149.97
1606,2025-05-09 11:36:51.09422+00,6.18,102.45,11.0,152.91
1607,2025-05-09 11:56:51.100845+00,6.23,101.2,11.19,151.04
1608,2025-05-09 12:16:50.954647+00,6.39,101.73,11.44,151.84
1609,2025-05-09 12:36:50.955228+00,6.58,102.94,11.69,153.64
1610,2025-05-09 12:56:50.981367+00,6.6,100.26,11.94,149.64
1611,2025-05-09 13:16:50.961598+00,6.72,99.11,12.25,147.93
1612,2025-05-09 13:36:51.085582+00,7.08,104.23,12.5,155.57
1613,2025-05-09 13:56:51.009241+00,7.13,101.47,12.81,151.45
1614,2025-05-09 14:16:51.135752+00,7.13,98.33,13.06,146.76
1615,2025-05-09 14:36:51.163119+00,7.2,95.9,13.38,143.13
1616,2025-05-09 14:56:51.166862+00,7.31,94.53,13.69,141.09
1617,2025-05-09 15:16:51.00757+00,7.41,92.92,14.0,138.69
1618,2025-05-09 15:36:51.165949+00,7.51,91.31,14.31,136.28
1619,2025-05-09 15:56:51.017319+00,7.62,90.69,14.56,135.36
1620,2025-05-09 16:16:51.033879+00,7.69,88.4,14.87,131.94
1621,2025-05-09 16:36:51.372949+00,7.77,86.21,15.19,128.67
1622,2025-05-09 16:56:51.19929+00,7.87,85.36,15.44,127.4
1623,2025-05-09 17:16:51.02172+00,7.98,83.98,15.75,125.34
1624,2025-05-09 17:36:51.006336+00,8.06,82.67,16.0,123.39
1625,2025-05-09 17:56:51.730626+00,8.13,80.37,16.31,119.96
1626,2025-05-09 18:16:51.199287+00,8.21,79.06,16.56,118.0
1627,2025-05-09 18:36:51.058568+00,8.25,76.84,16.81,114.69
1628,2025-05-09 18:56:51.353693+00,8.3,74.84,17.06,111.7
1629,2025-05-09 19:16:51.039268+00,8.33,73.13,17.25,109.15
1630,2025-05-09 19:36:51.042626+00,8.47,73.96,17.44,110.39
1631,2025-05-09 19:56:51.260682+00,8.49,72.9,17.56,108.81
1632,2025-05-09 20:16:51.074135+00,8.47,71.69,17.62,107.0
1633,2025-05-09 20:36:51.064189+00,8.47,70.81,17.69,105.69
1634,2025-05-09 20:56:51.064092+00,8.46,71.46,17.62,106.66
1635,2025-05-09 21:16:51.067873+00,8.45,72.74,17.5,108.57
1636,2025-05-09 21:36:51.223331+00,8.43,73.92,17.37,110.33
1637,2025-05-09 21:56:51.205684+00,8.41,74.97,17.25,111.9
1638,2025-05-09 22:16:51.074952+00,8.39,76.9,17.06,114.78
1639,2025-05-09 22:36:51.24013+00,8.34,78.15,16.87,116.64
1640,2025-05-09 22:56:51.074901+00,8.28,79.91,16.62,119.27
1641,2025-05-09 23:16:51.295306+00,8.25,82.37,16.37,122.94
1642,2025-05-09 23:36:51.231642+00,8.14,82.99,16.12,123.87
1643,2025-05-09 23:56:51.306167+00,8.11,86.21,15.81,128.67
1644,2025-05-10 00:16:51.195632+00,8.03,87.52,15.56,130.63
1645,2025-05-10 00:36:51.083372+00,7.99,89.75,15.31,133.96
1646,2025-05-10 00:56:51.050339+00,7.9,90.83,15.06,135.57
1647,2025-05-10 01:16:51.142639+00,7.84,93.35,14.75,139.33
1648,2025-05-10 01:36:51.05334+00,7.76,94.66,14.5,141.28
1649,2025-05-10 01:56:51.248301+00,7.71,97.42,14.19,145.4
1650,2025-05-10 02:16:51.046494+00,7.65,99.18,13.94,148.03
1651,2025-05-10 02:36:51.047524+00,7.54,99.81,13.69,148.97
1652,2025-05-10 02:56:51.090216+00,7.47,102.1,13.38,152.39
1653,2025-05-10 03:16:51.158751+00,7.39,103.41,13.13,154.34
1654,2025-05-10 03:36:51.625424+00,7.3,105.37,12.81,157.27
1655,2025-05-10 03:56:51.224126+00,7.16,105.31,12.56,157.18
1656,2025-05-10 04:16:51.043763+00,7.11,107.31,12.31,160.16
1657,2025-05-10 04:36:51.07584+00,6.99,107.7,12.06,160.75
1658,2025-05-10 04:56:51.167985+00,6.9,108.78,11.81,162.36
1659,2025-05-10 05:16:51.14158+00,6.83,110.32,11.56,164.66
1660,2025-05-10 05:36:51.09609+00,6.72,110.94,11.31,165.58
1661,2025-05-10 05:56:51.046438+00,6.62,111.79,11.06,166.85
1662,2025-05-10 06:16:51.215897+00,6.52,111.76,10.88,166.81
1663,2025-05-10 06:36:51.245281+00,6.4,111.4,10.69,166.27
1664,2025-05-10 06:56:51.170003+00,6.31,111.72,10.5,166.75
1665,2025-05-10 07:16:51.089481+00,6.23,111.4,10.38,166.27
1666,2025-05-10 07:36:51.040584+00,6.23,112.28,10.31,167.58
1667,2025-05-10 07:56:51.093234+00,6.16,111.43,10.25,166.31
1668,2025-05-10 08:16:51.416744+00,6.05,108.15,10.31,161.42
1669,2025-05-10 08:36:51.050702+00,6.05,105.76,10.5,157.85
1670,2025-05-10 08:56:51.0987+00,6.06,103.6,10.69,154.63
1671,2025-05-10 09:16:51.087685+00,6.12,103.46,10.81,154.42
1672,2025-05-10 09:36:51.076312+00,6.12,101.07,11.0,150.85
1673,2025-05-10 09:56:51.106263+00,6.24,102.31,11.12,152.7
1674,2025-05-10 10:16:51.218465+00,6.27,100.61,11.31,150.16
1675,2025-05-10 10:36:51.061372+00,6.36,101.04,11.44,150.81
1676,2025-05-10 10:56:51.072786+00,6.49,100.88,11.69,150.57
1677,2025-05-10 11:16:51.067608+00,6.57,100.32,11.88,149.73
1678,2025-05-10 11:36:51.062041+00,6.7,100.16,12.13,149.49
1679,2025-05-10 11:56:51.081116+00,6.79,99.21,12.37,148.07
1680,2025-05-10 12:16:50.945324+00,6.99,99.77,12.69,148.91
1681,2025-05-10 12:36:51.092138+00,6.98,96.39,12.94,143.87
1682,2025-05-10 12:56:51.090974+00,7.21,97.77,13.25,145.93
1683,2025-05-10 13:16:51.171904+00,7.28,95.48,13.56,142.51
1684,2025-05-10 13:36:50.96532+00,7.38,93.74,13.88,139.91
1685,2025-05-10 13:56:51.109461+00,7.49,92.37,14.19,137.87
1686,2025-05-10 14:16:51.234871+00,7.61,90.46,14.56,135.01
1687,2025-05-10 14:36:51.270424+00,7.71,88.86,14.87,132.63
1688,2025-05-10 14:56:51.143261+00,7.79,86.67,15.19,129.36
1689,2025-05-10 15:16:51.139404+00,7.9,84.53,15.56,126.16
1690,2025-05-10 15:36:51.116933+00,8.01,83.03,15.88,123.93
1691,2025-05-10 15:56:51.114142+00,8.09,80.21,16.25,119.72
1692,2025-05-10 16:16:51.126646+00,8.17,78.15,16.56,116.64
1693,2025-05-10 16:36:51.146379+00,8.28,75.89,16.94,113.27
1694,2025-05-10 16:56:51.137195+00,8.36,74.58,17.19,111.31
1695,2025-05-10 17:16:53.871296+00,8.47,73.2,17.5,109.25
1696,2025-05-10 17:36:51.13675+00,8.55,71.13,17.81,106.16
1697,2025-05-10 17:56:51.286962+00,8.62,68.84,18.12,102.75
1698,2025-05-10 18:16:51.154754+00,8.72,67.11,18.44,100.16
1699,2025-05-10 18:36:51.154737+00,8.78,64.58,18.75,96.39
1700,2025-05-10 18:56:50.996037+00,8.84,62.81,19.0,93.75
1701,2025-05-10 19:16:51.178352+00,8.92,62.26,19.19,92.93
1702,2025-05-10 19:36:51.168208+00,8.88,59.08,19.37,88.18
1703,2025-05-10 19:56:51.198707+00,8.92,58.36,19.5,87.1
1704,2025-05-10 20:16:51.192267+00,8.96,57.77,19.62,86.22
1705,2025-05-10 20:36:51.368631+00,8.97,57.99,19.62,86.55
1706,2025-05-10 20:56:51.497702+00,8.97,59.51,19.5,88.82
1707,2025-05-10 21:16:51.916753+00,8.96,60.91,19.37,90.91
1708,2025-05-10 21:36:51.208013+00,8.92,61.5,19.25,91.79
1709,2025-05-10 21:56:51.337087+00,8.92,63.14,19.12,94.24
1710,2025-05-10 22:16:51.234968+00,8.86,64.91,18.87,96.88
1711,2025-05-10 22:36:51.19986+00,8.79,66.45,18.62,99.18
1712,2025-05-10 22:56:51.236514+00,8.74,69.2,18.31,103.28
1713,2025-05-10 23:16:51.211595+00,8.65,71.04,18.0,106.03
1714,2025-05-10 23:36:51.22109+00,8.59,73.56,17.69,109.79
1715,2025-05-10 23:56:51.219454+00,8.53,75.33,17.44,112.43
1716,2025-05-11 00:16:51.937052+00,8.43,77.82,17.06,116.15
1717,2025-05-11 00:36:51.204053+00,8.37,80.34,16.75,119.91
1718,2025-05-11 00:56:51.204302+00,8.29,82.41,16.44,123.0
1719,2025-05-11 01:16:51.330369+00,8.22,84.83,16.12,126.61
1720,2025-05-11 01:36:51.200301+00,8.15,87.13,15.81,130.04
1721,2025-05-11 01:56:51.207693+00,8.06,88.96,15.5,132.78
1722,2025-05-11 02:16:51.358167+00,7.98,91.03,15.19,135.87
1723,2025-05-11 02:36:51.313416+00,7.91,93.45,14.87,139.48
1724,2025-05-11 02:56:51.214615+00,7.81,95.05,14.56,141.87
1725,2025-05-11 03:16:51.237467+00,7.77,97.28,14.31,145.19
1726,2025-05-11 03:36:51.301262+00,7.66,98.66,14.0,147.25
1727,2025-05-11 03:56:51.325076+00,7.58,100.72,13.69,150.33
1728,2025-05-11 04:16:51.218544+00,7.5,102.79,13.38,153.42
1729,2025-05-11 04:36:51.193409+00,7.43,105.21,13.06,157.03
1730,2025-05-11 04:56:51.208984+00,7.31,105.6,12.81,157.61
1731,2025-05-11 05:16:51.211028+00,7.21,106.45,12.56,158.88
1732,2025-05-11 05:36:51.231432+00,7.13,107.76,12.31,160.84
1733,2025-05-11 05:56:51.202396+00,7.06,109.3,12.06,163.13
1734,2025-05-11 06:16:51.221376+00,6.95,109.93,11.81,164.07
1735,2025-05-11 06:36:51.418491+00,6.84,109.67,11.63,163.69
1736,2025-05-11 06:56:54.320185+00,6.76,110.22,11.44,164.51
1737,2025-05-11 07:16:51.209496+00,6.66,109.56,11.31,163.52
1738,2025-05-11 07:36:51.208751+00,6.61,109.17,11.25,162.94
1739,2025-05-11 07:56:51.302746+00,6.59,109.47,11.19,163.39
1740,2025-05-11 08:16:51.333526+00,6.52,107.1,11.25,159.85
1741,2025-05-11 08:36:51.360911+00,6.53,104.94,11.44,156.63
1742,2025-05-11 08:56:51.405212+00,6.55,103.01,11.63,153.75
1743,2025-05-11 09:16:51.2054+00,6.57,101.2,11.81,151.04
1744,2025-05-11 09:36:51.360918+00,6.61,100.49,11.94,149.99
1745,2025-05-11 09:56:51.397031+00,6.68,99.7,12.13,148.81
1746,2025-05-11 10:16:51.224966+00,6.75,99.04,12.31,147.82
1747,2025-05-11 10:36:51.217053+00,6.81,98.03,12.5,146.31
1748,2025-05-11 10:56:51.211305+00,6.9,96.95,12.75,144.7
1749,2025-05-11 11:16:51.232179+00,7.03,96.79,13.0,144.46
1750,2025-05-11 11:36:51.268393+00,7.13,95.93,13.25,143.18
1751,2025-05-11 11:56:51.240471+00,7.34,96.85,13.56,144.55
1752,2025-05-11 12:16:51.23334+00,7.32,92.37,13.88,137.87
1753,2025-05-11 12:36:51.429008+00,7.51,92.83,14.19,138.55
1754,2025-05-11 12:56:51.374211+00,7.59,90.0,14.56,134.33
1755,2025-05-11 13:16:51.235+00,7.71,88.86,14.87,132.63
1756,2025-05-11 13:36:51.242824+00,7.81,85.61,15.31,127.78
1757,2025-05-11 13:56:51.348049+00,7.98,85.49,15.63,127.6
1758,2025-05-11 14:16:51.295252+00,8.05,82.44,16.0,123.04
1759,2025-05-11 14:36:51.626812+00,8.16,79.43,16.44,118.55
1760,2025-05-11 14:56:51.367569+00,8.28,77.52,16.81,115.7
1761,2025-05-11 15:16:53.67037+00,8.36,74.58,17.19,111.31
1762,2025-05-11 15:36:51.269774+00,8.46,72.22,17.56,107.79
1763,2025-05-11 15:56:51.290922+00,8.57,69.2,18.0,103.28
1764,2025-05-11 16:16:51.28882+00,8.67,66.84,18.37,99.76
1765,2025-05-11 16:36:51.289522+00,8.77,64.35,18.75,96.04
1766,2025-05-11 16:56:51.179711+00,8.87,62.75,19.06,93.66
1767,2025-05-11 17:16:53.259828+00,8.96,60.03,19.44,89.6
1768,2025-05-11 17:36:51.520182+00,9.05,57.44,19.81,85.73
1769,2025-05-11 17:56:51.309595+00,9.13,55.37,20.12,82.64
1770,2025-05-11 18:16:51.318688+00,9.23,53.64,20.44,80.06
1771,2025-05-11 18:36:51.319233+00,9.38,53.94,20.69,80.51
1772,2025-05-11 18:56:51.327446+00,9.46,51.87,21.0,77.42
1773,2025-05-11 19:16:51.471601+00,9.46,49.48,21.19,73.85
1774,2025-05-11 19:36:51.518894+00,9.55,48.4,21.44,72.24
1775,2025-05-11 19:56:51.667039+00,9.6,48.04,21.56,71.7
1776,2025-05-11 20:16:51.698145+00,9.56,45.48,21.69,67.88
1777,2025-05-11 20:36:51.60043+00,9.62,46.11,21.75,68.82
1778,2025-05-11 20:56:51.552578+00,9.52,44.57,21.69,66.52
1779,2025-05-11 21:16:51.412258+00,9.55,46.14,21.62,68.87
1780,2025-05-11 21:36:51.529983+00,9.53,47.19,21.5,70.43
1781,2025-05-11 21:56:51.580678+00,9.48,46.79,21.44,69.84
1782,2025-05-11 22:16:51.513079+00,9.45,47.74,21.31,71.25
1783,2025-05-11 22:36:51.387083+00,9.4,49.74,21.06,74.24
1784,2025-05-11 22:56:51.361986+00,9.36,51.97,20.81,77.57
1785,2025-05-11 23:16:51.419236+00,9.28,54.03,20.5,80.64
1786,2025-05-11 23:36:51.718544+00,9.23,56.03,20.25,83.63
1787,2025-05-11 23:56:51.555303+00,9.15,58.1,19.94,86.72
1788,2025-05-12 00:16:51.368124+00,9.09,59.87,19.69,89.36
1789,2025-05-12 00:36:51.400749+00,9.03,62.52,19.37,93.31
1790,2025-05-12 00:56:51.365869+00,8.94,64.35,19.06,96.04
1791,2025-05-12 01:16:51.487285+00,8.88,66.88,18.75,99.82
1792,2025-05-12 01:36:51.545658+00,8.81,69.17,18.44,103.24
1793,2025-05-12 01:56:51.431195+00,8.72,70.25,18.19,104.85
1794,2025-05-12 02:16:51.376576+00,8.67,73.13,17.87,109.15
1795,2025-05-12 02:36:51.375912+00,8.58,74.97,17.56,111.9
1796,2025-05-12 02:56:51.398562+00,8.53,76.97,17.31,114.88
1797,2025-05-12 03:16:51.470323+00,8.45,79.03,17.0,117.96
1798,2025-05-12 03:36:51.398674+00,8.39,80.8,16.75,120.6
1799,2025-05-12 03:56:51.393889+00,8.32,82.34,16.5,122.9
1800,2025-05-12 04:16:51.417773+00,8.25,83.88,16.25,125.19
1801,2025-05-12 04:36:51.491352+00,8.18,86.18,15.94,128.63
1802,2025-05-12 04:56:53.347468+00,8.11,87.72,15.69,130.93
1803,2025-05-12 05:16:51.563437+00,8.06,88.96,15.5,132.78
1804,2025-05-12 05:36:51.580223+00,8.01,90.96,15.25,135.76
1805,2025-05-12 05:56:51.545232+00,7.96,92.96,15.0,138.75
1806,2025-05-12 06:16:51.524135+00,7.87,93.28,14.81,139.22
1807,2025-05-12 06:36:51.578042+00,7.81,95.05,14.56,141.87
1808,2025-05-12 06:56:51.591352+00,7.75,95.94,14.38,143.19
1809,2025-05-12 07:16:51.507527+00,7.72,96.89,14.25,144.61
1810,2025-05-12 07:36:51.53259+00,7.63,96.33,14.13,143.78
1811,2025-05-12 07:56:51.39277+00,7.6,96.53,14.06,144.07
1812,2025-05-12 08:16:51.428555+00,7.59,95.42,14.13,142.42
1813,2025-05-12 08:36:51.425523+00,7.64,94.3,14.31,140.75
1814,2025-05-12 08:56:51.40891+00,7.6,90.99,14.5,135.81
1815,2025-05-12 09:16:51.412245+00,7.58,88.89,14.63,132.67
1816,2025-05-12 09:36:51.410949+00,7.61,88.07,14.75,131.45
1817,2025-05-12 09:56:51.485707+00,7.65,87.48,14.87,130.57
1818,2025-05-12 10:16:51.59374+00,7.7,86.24,15.06,128.72
1819,2025-05-12 10:36:51.418083+00,7.76,85.98,15.19,128.33
1820,2025-05-12 10:56:51.436613+00,7.81,84.73,15.38,126.46
1821,2025-05-12 11:16:51.454578+00,7.88,84.07,15.56,125.48
1822,2025-05-12 11:36:51.423943+00,7.89,81.16,15.81,121.13
1823,2025-05-12 11:56:51.566329+00,7.98,80.83,16.0,120.64
1824,2025-05-12 12:16:51.930592+00,8.08,79.98,16.25,119.37
1825,2025-05-12 12:36:51.302492+00,8.14,77.46,16.56,115.61
1826,2025-05-12 12:56:51.454842+00,8.24,76.61,16.81,114.34
1827,2025-05-12 13:16:51.339825+00,8.29,73.85,17.12,110.22
1828,2025-05-12 13:36:51.427049+00,8.38,71.89,17.44,107.3
1829,2025-05-12 13:56:51.580605+00,8.49,70.51,17.75,105.24
1830,2025-05-12 14:16:51.466845+00,8.58,68.68,18.06,102.51
1831,2025-05-12 14:36:51.627695+00,8.66,65.73,18.44,98.1
1832,2025-05-12 14:56:51.486071+00,8.76,64.12,18.75,95.7
1833,2025-05-12 15:16:51.481712+00,8.84,61.3,19.12,91.49
1834,2025-05-12 15:36:51.378813+00,8.94,59.57,19.44,88.91
1835,2025-05-12 15:56:51.515654+00,9.01,56.52,19.81,84.36
1836,2025-05-12 16:16:51.699208+00,9.11,54.92,20.12,81.97
1837,2025-05-12 16:36:51.654672+00,9.21,53.18,20.44,79.37
1838,2025-05-12 16:56:51.496441+00,9.31,51.58,20.75,76.99
1839,2025-05-12 17:16:51.873105+00,9.36,49.58,21.0,74.0
1840,2025-05-12 17:36:51.720256+00,9.44,47.51,21.31,70.91
1841,2025-05-12 17:56:51.648343+00,9.53,46.43,21.56,69.3
1842,2025-05-12 18:16:51.569852+00,9.61,45.12,21.81,67.34
1843,2025-05-12 18:36:51.629873+00,9.69,43.81,22.06,65.39
1844,2025-05-12 18:56:51.559242+00,9.73,42.34,22.25,63.19
1845,2025-05-12 19:16:51.537966+00,9.79,41.32,22.44,61.67
1846,2025-05-12 19:36:51.518064+00,9.79,39.06,22.62,58.3
1847,2025-05-12 19:56:51.569111+00,9.83,39.1,22.69,58.36
1848,2025-05-12 20:16:51.54654+00,9.81,37.88,22.75,56.54
1849,2025-05-12 20:36:51.592993+00,9.85,39.55,22.69,59.03
1850,2025-05-12 20:56:51.610277+00,9.81,38.64,22.69,57.67
1851,2025-05-12 21:16:51.70017+00,9.81,40.27,22.56,60.1
1852,2025-05-12 21:36:51.728104+00,9.75,39.65,22.5,59.18
1853,2025-05-12 21:56:51.742048+00,9.72,41.35,22.31,61.72
1854,2025-05-12 22:16:51.601324+00,9.68,45.09,21.94,67.3
1855,2025-05-12 22:36:51.558958+00,9.6,45.65,21.75,68.13
1856,2025-05-12 22:56:51.552531+00,9.52,46.96,21.5,70.09
1857,2025-05-12 23:16:51.665314+00,9.48,49.94,21.19,74.54
1858,2025-05-12 23:36:51.577877+00,9.39,52.66,20.81,78.6
1859,2025-05-12 23:56:51.751445+00,9.31,53.97,20.56,80.55
1860,2025-05-13 00:16:51.60054+00,9.24,56.26,20.25,83.97
1861,2025-05-13 00:36:51.576594+00,9.15,58.1,19.94,86.72
1862,2025-05-13 00:56:51.595151+00,9.09,60.75,19.62,90.67
1863,2025-05-13 01:16:51.56153+00,9.02,63.04,19.31,94.09
1864,2025-05-13 01:36:51.584054+00,8.94,65.11,19.0,97.18
1865,2025-05-13 01:56:51.585114+00,8.85,66.95,18.69,99.93
1866,2025-05-13 02:16:51.773825+00,8.81,70.05,18.37,104.55
1867,2025-05-13 02:36:51.567546+00,8.72,71.89,18.06,107.3
1868,2025-05-13 02:56:51.572504+00,8.64,73.96,17.75,110.39
1869,2025-05-13 03:16:51.586145+00,8.56,76.02,17.44,113.46
1870,2025-05-13 03:36:51.580327+00,8.49,77.56,17.19,115.76
1871,2025-05-13 03:56:51.587046+00,8.42,79.98,16.87,119.37
1872,2025-05-13 04:16:51.590867+00,8.36,82.51,16.56,123.15
1873,2025-05-13 04:36:51.706349+00,8.28,83.82,16.31,125.1
1874,2025-05-13 04:56:51.588916+00,8.22,86.34,16.0,128.87
1875,2025-05-13 05:16:51.718119+00,8.13,88.18,15.69,131.61
1876,2025-05-13 05:36:51.568354+00,8.07,89.95,15.44,134.25
1877,2025-05-13 05:56:51.590812+00,8.01,91.72,15.19,136.9
1878,2025-05-13 06:16:51.570125+00,7.92,92.8,14.94,138.51
1879,2025-05-13 06:36:51.578213+00,7.86,93.81,14.75,140.01
1880,2025-05-13 06:56:51.598756+00,7.81,95.81,14.5,143.0
1881,2025-05-13 07:16:51.597243+00,7.74,95.71,14.38,142.85
1882,2025-05-13 07:36:51.600637+00,7.76,97.81,14.25,145.99
1883,2025-05-13 07:56:51.594203+00,7.75,99.09,14.13,147.9
1884,2025-05-13 08:16:51.722594+00,7.7,97.19,14.19,145.06
1885,2025-05-13 08:36:51.744899+00,7.75,96.82,14.31,144.51
1886,2025-05-13 08:56:51.601707+00,7.62,91.45,14.5,136.49
1887,2025-05-13 09:16:51.62982+00,7.71,92.76,14.56,138.45
1888,2025-05-13 09:36:51.725586+00,7.64,89.52,14.69,133.61
1889,2025-05-13 09:56:51.756163+00,7.65,88.24,14.81,131.7
1890,2025-05-13 10:16:51.633079+00,7.68,87.29,14.94,130.28
1891,2025-05-13 10:36:51.621378+00,7.72,86.7,15.06,129.4
1892,2025-05-13 10:56:51.623885+00,7.77,86.21,15.19,128.67
1893,2025-05-13 11:16:51.624598+00,7.81,84.73,15.38,126.46
1894,2025-05-13 11:36:51.62131+00,7.87,83.85,15.56,125.15
1895,2025-05-13 11:56:51.627581+00,7.89,81.91,15.75,122.25
1896,2025-05-13 12:16:51.614304+00,7.95,80.9,15.94,120.75
1897,2025-05-13 12:36:51.637807+00,8.15,82.34,16.19,122.9
1898,2025-05-13 12:56:51.629147+00,8.11,78.28,16.44,116.84
1899,2025-05-13 13:16:51.651952+00,8.19,76.97,16.69,114.88
1900,2025-05-13 13:36:51.655129+00,8.31,75.82,17.0,113.16
1901,2025-05-13 13:56:51.671174+00,8.35,73.59,17.25,109.84
1902,2025-05-13 14:16:51.759217+00,8.45,71.99,17.56,107.45
1903,2025-05-13 14:36:51.805903+00,8.5,69.99,17.81,104.46
1904,2025-05-13 14:56:51.649738+00,8.59,67.27,18.19,100.4
1905,2025-05-13 15:16:57.12724+00,8.71,66.88,18.44,99.82
1906,2025-05-13 15:36:51.67881+00,8.76,64.12,18.75,95.7
1907,2025-05-13 15:56:51.836595+00,8.85,62.29,19.06,92.97
1908,2025-05-13 16:16:51.687909+00,8.93,60.22,19.37,89.88
1909,2025-05-13 16:36:51.874759+00,9.01,58.03,19.69,86.61
1910,2025-05-13 16:56:52.041845+00,9.09,55.97,20.0,83.54
1911,2025-05-13 17:16:51.848264+00,9.19,54.36,20.31,81.13
1912,2025-05-13 17:36:51.871308+00,9.26,52.82,20.56,78.84
